"ワープアイテム" -> "Warp items"
"秘石" -> "Secret stone"
"炎風刃フレイ" -> "Flame Wind Blade Fray"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"凍水刃フレイヤ" -> "Frozen water blade"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"夢風刃エリヤ" -> "Dream blazer Eriya"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"凌嵐刃ロキ" -> "Ling storm blade Loki"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔閃剣グラム" -> "Magic sword gram"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"隼の剣" -> "Falcon sword"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"淫らな誘惑の剣" -> "Nasty seduction sword"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"マジカルブレード" -> "Magical blade"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"奇跡の剣" -> "Miraculous sword"
"図鑑除外" -> "Exclude an illustration"
"通常攻撃 54" -> "Normal attack 54"
"秘石" -> "Secret stone"
"エンジェルエンハンス" -> "Angel Enhance"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"不朽剣ジークフリート" -> "The timid sword Siegfried"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"天韻剣ヘイムダル" -> "Tenshiken sweetheart Haydal"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"オックスディフェンダー" -> "Ox Defender"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"血塗られた騎士剣" -> "Blooded knight sword"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"紫電稲妻の剣" -> "Shiden lightning sword"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"吹雪の剣・霙" -> "Sword of the blizzard · 霙"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"草薙の剣" -> "Sword of Kusanagi"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ペルセウスの輝剣" -> "Perseus' shining sword"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ドラグネスディフェンダー" -> "Dragnessness Defender"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"天軍の剣" -> "Sword of the heaven army"
"図鑑除外" -> "Exclude an illustration"
"専用装備 1" -> "Dedicated equipment 1"
"属性強化 9" -> "Attribute enhancement 9"
"秘石" -> "Secret stone"
"エクスカリバー" -> "Excalibur"
"図鑑除外" -> "Exclude an illustration"
"属性強化 9" -> "Attribute enhancement 9"
"秘石" -> "Secret stone"
"黎明剣ギルガメシュ" -> "Dawn Sword Gilgamesh"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万廻剣クロノス" -> "Million sword Cronus"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖剣エクスカリバー" -> "Holy Sword Excalibur"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"天軍七星剣" -> "Genius Seven Star sword"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"斬馬刀・雷電" -> "Katana Sword · Raiden"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"バスタードマグナ" -> "Bastad Magna"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"斬鉄剣・曙光" -> "Slashdot swing light"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"滅神剣シヴァ" -> "Killing Shika Shiva"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"覇凶剣アレス" -> "Hero swords Ares"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"輝炎剣レーヴァテイン" -> "Shining flame sword Reyvatein"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"フローラルレイピア" -> "Floral rapier"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ケミカルレイピア" -> "Chemical rapier"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"メデューサレイピア" -> "Medusa rapier"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ドラゴンハンター" -> "Dragon Hunter"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖竜のレイピア" -> "Rapier of the Holy Dragon"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"闇の千蛇" -> "Dark thunder snake"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ブラッディローズ" -> "Bloody Rose"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"流鳴剣メリクリウス" -> "Melicrius"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"氷魂剣ブリュンヒルド" -> "Ice Sword Brunhild"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"麗閃剣ブラッディローズ" -> "Rei Blade Bloody Rose"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"トリニティソード" -> "Trinity sword"
"図鑑除外" -> "Exclude an illustration"
"属性強化 3" -> "Attribute enhancement 3"
"秘石" -> "Secret stone"
"黒の剣" -> "Black sword"
"図鑑除外" -> "Exclude an illustration"
"スキルタイプ強化 23" -> "Skill type reinforcement 23"
"秘石" -> "Secret stone"
"白の剣" -> "White sword"
"図鑑除外" -> "Exclude an illustration"
"スキルタイプ強化 22" -> "Skill type enhancement 22"
"秘石" -> "Secret stone"
"カラドボルグ" -> "Caradoborg"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"エテメンアンキ" -> "Etemenki"
"図鑑除外" -> "Exclude an illustration"
"スキルタイプ強化 22" -> "Skill type enhancement 22"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風神雷神の槍" -> "Spear of the Wind God of Thunder God"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ホーリードラグーン" -> "Holy Dragoon"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ドラグーンアース" -> "Dragoon Earth"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"獣の槍" -> "Spear of a beast"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"飛竜聖槍" -> "Hero dragon spear"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"赤熱シャドウランス" -> "Red heat shadow lance"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ロンギヌスプラズマ" -> "Longinus plasma"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ブリューナク・ヘブン" -> "Brunak Haven"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"村雨" -> "Rainy season"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"物干し竿" -> "laundry pole"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"天叢雲" -> "Celestial cloud"
"図鑑除外" -> "Exclude an illustration"
"属性強化 8" -> "Attribute enhancement 8"
"秘石" -> "Secret stone"
"夢幻" -> "Dream"
"図鑑除外" -> "Exclude an illustration"
"命中率 100" -> "Accuracy 100"
"秘石" -> "Secret stone"
"月下美人" -> "Tsukishimito"
"図鑑除外" -> "Exclude an illustration"
"属性強化 10" -> "Attribute enhancement 10"
"秘石" -> "Secret stone"
"花神楽" -> "Hana Kagura"
"図鑑除外" -> "Exclude an illustration"
"属性強化 9" -> "Attribute enhancement 9"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"一撃の刃" -> "Blow blade"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"闇吹雪・大波" -> "Dark Snowstorm · Great Waves"
"図鑑除外" -> "Exclude an illustration"
"属性強化 8" -> "Attribute enhancement 8"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ダーククロウ・バースト" -> "Dark Crow Burst"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"バステトクロウ" -> "Bastet Crow"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"オックスロード" -> "Ox Road"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔手甲ヘカトンケイル" -> "Magic handled hekaton kale"
"図鑑除外" -> "Exclude an illustration"
"属性強化 10" -> "Attribute enhancement 10"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"キングオブハート" -> "King of Heart"
"図鑑除外" -> "Exclude an illustration"
"属性強化 9" -> "Attribute enhancement 9"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"デスファングクロス" -> "Death Fang Cloth"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"メデューサファング" -> "Medusa Fang"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"夜の牙" -> "Night fangs"
"図鑑除外" -> "Exclude an illustration"
"通常攻撃 53" -> "Normal attack 53"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ランブルアクス" -> "Rumble ax"
"図鑑除外" -> "Exclude an illustration"
"トリガーステート H" -> "Trigger state H"
"トリガーステート H" -> "Trigger state H"
"トリガーステート H" -> "Trigger state H"
"トリガーステート H" -> "Trigger state H"
"秘石" -> "Secret stone"
"シャインクリムゾン" -> "Shine Crimson"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"混沌の魔神斧" -> "Chaotic Devil's ax"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"巨人の斧・氷塊" -> "Giant's ax · ice blocks"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ミノタウロスブレイク" -> "Minotaur broke"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"絶対零度グランドプリズム" -> "Absolute zero degree ground prism"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"混沌の魔神金槌" -> "Chaos Majestic Hammer"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"大地電塵ハンマー" -> "Earth dust hammer"
"図鑑除外" -> "Exclude an illustration"
"属性強化 5" -> "Attribute enhancement 5"
"秘石" -> "Secret stone"
"赤熱バーニングハンマー" -> "Red heat burning hammer"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"奇跡の棍" -> "Miracle club"
"図鑑除外" -> "Exclude an illustration"
"属性強化 38" -> "Attribute enhancement 38"
"秘石" -> "Secret stone"
"如意棒" -> "Wisdom rod"
"図鑑除外" -> "Exclude an illustration"
"属性強化 6" -> "Attribute enhancement 6"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"小悪魔の鎌" -> "Scythe Sickle"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"コキュートスシックル" -> "Cocutos shikkuru"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖角陰陽鎌" -> "Saint Angel Yin Yang Sickle"
"図鑑除外" -> "Exclude an illustration"
"スキルタイプ強化 29" -> "Skill type reinforcement 29"
"秘石" -> "Secret stone"
"シャインシックル" -> "Shine sickle"
"図鑑除外" -> "Exclude an illustration"
"属性強化 6" -> "Attribute enhancement 6"
"秘石" -> "Secret stone"
"六魂陰陽鎌" -> "Rokkishin Yin sickle"
"図鑑除外" -> "Exclude an illustration"
"属性強化 6" -> "Attribute enhancement 6"
"スキルタイプ強化 29" -> "Skill type reinforcement 29"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"いかづちの杖" -> "Stick of a staple"
"図鑑除外" -> "Exclude an illustration"
"属性強化 5" -> "Attribute enhancement 5"
"秘石" -> "Secret stone"
