"スキル１番は［攻撃］コマンドを選択したときに使用されます。" -> "Skill number 1 is used when you select the Attack command."
"エミリのおもちゃ（男）" -> "Emily's toy (man)"
"敵単体連続" -> "Enemy unit continuous"
"重複アニメ無効" -> "Duplicate animation invalid"
"の触手が、" -> "The tentacles of"
"の股間に伸びてきた！" -> "It has grown into my groin!"
"無数の触手がじゅるじゅると女性器を嫐りたてる！" -> "I count on female instruments when myriads of tentacles tighten!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"エミリのおもちゃ（女）" -> "Emily's toy (female)"
"敵単体連続" -> "Enemy unit continuous"
"重複アニメ無効" -> "Duplicate animation invalid"
"の髪が変化した大型触手が、" -> "The big tentacle whose hair changed,"
"の体に巻き付いてきた！" -> "I came around the body of!"
"対象" -> "Object"
"女" -> "woman"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"スキル命中率" -> "Skill Accuracy"
"敵単体連続" -> "Enemy unit continuous"
"重複アニメ無効" -> "Duplicate animation invalid"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"とろけた肉が" -> "Melted meat"
"の体にまとわりつき、覆い包んでくる！" -> "Clinging to the body of the body, covering up!"
"対象" -> "Object"
"女" -> "woman"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"スキル命中率" -> "Skill Accuracy"
"そのまま一気に体を溶かしてきた！" -> "I just melted my body at once!"
"捕食技 起動ステート" -> "Predatory technique activation state"
"吸収" -> "absorption"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"の尻尾が口を開け、股間に吸い付いてきた！" -> "The tail of the mouth opened, sucking came in her crotch!"
"快楽を伴う吸い付きで、体力がじわじわと吸われていく！" -> "With sucking accompanied by pleasure, physical strength is gradually sucked!"
"対象" -> "Object"
"ルカ＋女" -> "Luke + woman"
"還元 1000" -> "Reduction 1000"
"の尻尾が口を開け、股間に吸い付いてきた！" -> "The tail of the mouth opened, sucking came in her crotch!"
"快楽を伴う吸い付きで、魔力がじわじわと吸われていく！" -> "With sucking accompanied by pleasure, magical power is gradually sucked!"
"対象" -> "Object"
"ルカ＋女" -> "Luke + woman"
"還元 100" -> "Reduction 100"
"の下半身が、じゅるじゅると" -> "The lower part of the body,"
"の体を愛撫してくる！" -> "I caress her body!"
"対象" -> "Object"
"ルカ＋女" -> "Luke + woman"
"の下半身が" -> "The lower body of"
"の体を挟み込んできた！" -> "I caught my body!"
"そのままじゅるじゅると愛撫される！" -> "It will caress you as it is!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"アネモネホールド（女）" -> "Anemone hold (female)"
"の下半身がルカの体を挟み込んできた！" -> "The lower part of Luka caught in Luca's body!"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"図鑑名称" -> "Illustration title"
"アネモネホールド（男）" -> "Anemone hold (man)"
"の下半身がうねり、全身がじゅるじゅると愛撫される！" -> "The lower part of the body swells, caressed when the whole body is over!"
"スキル命中率" -> "Skill Accuracy"
"の下半身が、" -> "The lower half of the body,"
"の体を挟み込んだ！" -> "I gathered my body!"
"消化液が滴り、全身が溶かされていく！" -> "The digestive juice drips, the whole body is melted!"
"捕食技 起動ステート" -> "Predatory technique activation state"
"吸収" -> "absorption"
"はペニスを咥え、バキュームたっぷりにしゃぶってきた！" -> "He caught a penis and sucked with plenty of vacuum!"
"対象" -> "Object"
"ルカ" -> "Luke"
"は豊満な胸でペニスを挟み、柔らかく押し潰してきた！" -> "He caught a soft penis with his penis caught in a plump breast!"
"対象" -> "Object"
"ルカ" -> "Luke"
"の尻尾が渾身の一撃を繰り出した！" -> "The tail of the whole battalion launched a blow!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"は圧縮した水を発射した！" -> "He fired compressed water!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"は津波を発生させた！" -> "I got a tsunami!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"一撃の矢" -> "Arrow of a blow"
"は即死薬を含んだ矢を放った！" -> "He released an arrow containing an instant death medicine!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"スキル命中補正率" -> "Skill hit correction ratio"
"は激しく腰を上下させ、野性的に犯してきた！" -> "He violently up and down his back, wildly committed!"
"スキル命中率" -> "Skill Accuracy"
"の尻尾がルカの体に巻き付いてきた！" -> "The tail of the winding came around Luca's body!"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"の尻尾吸精孔がペニスを咥え込んできた！" -> "The tail drill hole of the tail has caught my penis!"
"そのままじゅるじゅると精を吸い取られる！" -> "You will be smoked as it is!"
"スキル命中率" -> "Skill Accuracy"
"還元 1000" -> "Reduction 1000"
"巨膣ねじこみ" -> "Giant vaginal screw dent"
"はルカの体を膣の中にねじ込んできた！" -> "He has screwed Luca's body into his vagina!"
"永久拘束開始技" -> "Permanent restraint starting technique"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"巨膣ねじこみ（発動）" -> "Giant vaginal nodding (invocation)"
"巨膣ねじこみ" -> "Giant vaginal screw dent"
"の膣内で、ルカの全身がぐちゅぐちゅと嫐られ抜く！" -> "In the vagina of, Luke's whole body is pulled out!"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"巨膣ねじこみ（継続）" -> "Giant vaginal screw denture (continued)"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"還元 1000" -> "Reduction 1000"
"図鑑名称" -> "Illustration title"
"吸精ツタ（男）" -> "Sucking ivy (man)"
"の指示と共に、先端に口の開いたツタが伸びてきた！" -> "Along with the instruction of, the ivy which the mouth opened opened at the tip!"
"ツタは" -> "Ivy"
"の女性器に貼り付き、吸い付くような刺激を与えてくる！" -> "It sticks to the female organ of Fukushima, it gives stimulation like sucking!"
"対象" -> "Object"
"女" -> "woman"
"還元 1000" -> "Reduction 1000"
"図鑑名称" -> "Illustration title"
"吸精ツタ（女）" -> "Suiga ivy (female)"
"対象" -> "Object"
"ルカ" -> "Luke"
"図鑑名称" -> "Illustration title"
"ファナティックダリア（男）" -> "Fanatic dahlia (man)"
"の指示と共に、美しい花々が" -> "With the instructions of the beautiful flowers"
"の下半身に群がった！" -> "It flocked to the lower body of!"
"花弁がざわざわ蠢き、股間全体に甘い快楽をもたらす！" -> "Petals irritated and bring sweet pleasures throughout the crotch!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"ファナティックダリア（女）" -> "Fanatic dahlia (female)"
"は大地の怒りを発生させた！" -> "He raised the wrath of the earth!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"は巨大なラフレシアを呼び出した！" -> "He called a huge Raflesiaia!"
"巨大な花弁でルカの下半身が包み込まれてしまう！" -> "Luke's lower body is enveloped by huge petals!"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"図鑑名称" -> "Illustration title"
"メロウラフレシア（男）" -> "Mellow Raflesia (man)"
"はラフレシアを妖しく動かした！" -> "He moved Rafflesia amusingly!"
"ラフレシアの内部がざわざわと蠢き、ペニスに甘い快楽をもたらす！" -> "The interior of Rafflesia wriggled and brought sweet pleasure to the penis!"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"メロウラフレシア（女）" -> "Mellow Raflesia (female)"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"永久拘束開始技" -> "Permanent restraint starting technique"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"エルフの魔膣" -> "Evil's evil spirit"
"スキル命中率" -> "Skill Accuracy"
"スキル命中率" -> "Skill Accuracy"
"スキル命中率" -> "Skill Accuracy"
"は四精霊の力を込めた矢を放った！" -> "He released an arrow with the power of four spirits!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"攻撃属性 1" -> "Attack Attribute 1"
"スキル命中補正率" -> "Skill hit correction ratio"
"は太古の弓奥義を繰り出した！" -> "He came up with an ancient bow mystery!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"敵ランダム" -> "Enemy random"
"重複限界" -> "Overlap limit"
"スキル命中補正率" -> "Skill hit correction ratio"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"図鑑名称" -> "Illustration title"
"アークイビー（男）" -> "Arkivy (man)"
"のツタが伸び、" -> "The ivy grew,"
"の股間を嫐りたててくる！" -> "He will pounding his groin!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"アークイビー（女）" -> "Arkivy (female)"
"のツタが" -> "The ivy"
"の体に巻き付いてきた！" -> "I came around the body of!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"ツタ拘束（女）" -> "Ivy restraint (female)"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"図鑑名称" -> "Illustration title"
"ツタ拘束（男）" -> "Ivy restraint (man)"
"のツタが口を開け、ペニスを咥え込んできた！" -> "The ivy opened his mouth and caught in the penis!"
"そのままじゅるじゅると精気を吸いたてられる！" -> "You will be able to smoke when you do it as it is!"
"スキル命中率" -> "Skill Accuracy"
"還元 1000" -> "Reduction 1000"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"図鑑名称" -> "Illustration title"
"誘惑花粉の髪（男）" -> "Temptile pollen hair (man)"
"は誘惑の花粉をまぶした髪で股間を撫で回した！" -> "He caressed the crotch with the hair that was drawn by the temptation pollen!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"誘惑花粉の髪（女）" -> "Temptile pollen hair (female)"
"のツルが" -> "Crane of"
"の全身に巻き付いてきた！" -> "I was wrapped around the whole body!"
"ツルは体中を愛撫し、股間をじっくり刺激する！" -> "Crane caresses in the body and stimulates the crotch thoroughly!"
"対象" -> "Object"
"ルカ＋女" -> "Luke + woman"
"スキル命中率" -> "Skill Accuracy"
"スキル命中率" -> "Skill Accuracy"
"の操る樹木が、ルカの体を覆ってきた！" -> "Tree treating, covered Luca's body!"
"そのまましがみつき、女性器でルカのペニスを包み込む！" -> "Hold on as it is, wrapped around Luca's penis with a female instrument!"
"永久拘束開始技" -> "Permanent restraint starting technique"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"牝木繚乱（発動）" -> "Female turbulence (activation)"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"牝木繚乱（継続）" -> "Female turbulence (continued)"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"対象" -> "Object"
"ルカ" -> "Luke"
"は無数の搾精ツタを伸ばした！" -> "He stretched countless ugly ivy!"
"敵ランダム" -> "Enemy random"
"重複限界" -> "Overlap limit"
"の花が" -> "Flowers"
"の顔面に貼り付き、蜜を飲ませてきた！" -> "I stuck on my face, I let you drink honey!"
"対象" -> "Object"
"ルカ＋女" -> "Luke + woman"
"対象" -> "Object"
"ルカ" -> "Luke"
"拘束開始技 2" -> "Binding start technique 2"
"スキル命中率" -> "Skill Accuracy"
"の乳房がルカの顔に押し付けられ、ミルクを飲ませてきた！" -> "The breast of her was pressed against the face of Luca, I let her drink milk!"
"じんわりと甘い心地が、全身に広がっていく！" -> "The gentle and sweet feeling spreads throughout the body!"
"スキル命中率" -> "Skill Accuracy"
"永久拘束開始技" -> "Permanent restraint starting technique"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"エクスタシーキュラス（発動）" -> "Ecstasy Cyrus (invoked)"
"の花弁がうねり、艶めかしい挿入感を与えてきた！" -> "The flower petals swell, giving a glossy insertion feeling!"
"スキル命中率" -> "Skill Accuracy"
"図鑑名称" -> "Illustration title"
"エクスタシーキュラス（継続）" -> "Ecstasy Cyrus (continued)"
"の搾精花が敵の体に乱れ咲いた！" -> "Flower of flower bloomed in the body of the enemy!"
"一人旅未使用" -> "Uninhabited unused"
"必殺技 3" -> "Its Special Move 3"
"還元 1000" -> "Reduction 1000"
"破滅の蛇舌" -> "Sergeant of ruin"
"の舌が、ルカの股間へと丹念に這い回ってきた！" -> "The tongue crawled carefully to Luke's crotch!"
"対象" -> "Object"
"ルカ" -> "Luke"
"図鑑名称" -> "Illustration title"
"破滅の蛇舌（男）" -> "Sergeant of ruin (man)"
"破滅の蛇舌" -> "Sergeant of ruin"
"の舌が、" -> "The tongue of"
"の股間へと丹念に這い回ってきた！" -> "It crawled carefully into the crotch of her!"
"対象" -> "Object"
"女" -> "woman"
"図鑑名称" -> "Illustration title"
"破滅の蛇舌（女）" -> "Sergeant of ruin (female)"
"は刃に氷を宿しつつ斬撃を放った！" -> "She slashed slashing with ice on the blade!"
